activity_id,user_id,persona,activity_date,distance_km,pace_min_km,moving_time_sec
act_66_104,66,Weekend Warrior,2025-05-11 00:00:00,11.98,4.53,3257
act_66_110,66,Weekend Warrior,2025-05-17 00:00:00,16.79,5.57,5613
act_66_111,66,Weekend Warrior,2025-05-18 00:00:00,9.75,5.44,3179
act_66_112,66,Weekend Warrior,2025-05-19 00:00:00,15.59,4.28,4005
act_66_117,66,Weekend Warrior,2025-05-24 00:00:00,21.62,4.75,6156
act_67_2,67,Event-Driven Racer,2025-01-12 00:00:00,7.27,4.31,1881
act_67_3,67,Event-Driven Racer,2025-01-13 00:00:00,13.26,4.43,3525
act_67_6,67,Event-Driven Racer,2025-01-16 00:00:00,1.0,4.09,245
act_67_7,67,Event-Driven Racer,2025-01-17 00:00:00,3.04,4.34,792
act_67_10,67,Event-Driven Racer,2025-01-20 00:00:00,8.26,4.73,2345
act_67_12,67,Event-Driven Racer,2025-01-22 00:00:00,6.32,5.16,1956
act_67_16,67,Event-Driven Racer,2025-01-26 00:00:00,23.27,4.11,5737
act_67_17,67,Event-Driven Racer,2025-01-27 00:00:00,4.3,4.58,1181
act_67_18,67,Event-Driven Racer,2025-01-28 00:00:00,15.76,4.38,4140
act_67_19,67,Event-Driven Racer,2025-01-29 00:00:00,3.2,4.73,908
act_67_23,67,Event-Driven Racer,2025-02-02 00:00:00,20.93,4.64,5831
act_67_24,67,Event-Driven Racer,2025-02-03 00:00:00,6.98,4.59,1922
act_67_25,67,Event-Driven Racer,2025-02-04 00:00:00,7.79,4.6,2149
act_67_26,67,Event-Driven Racer,2025-02-05 00:00:00,3.6,5.48,1182
act_67_27,67,Event-Driven Racer,2025-02-06 00:00:00,1.37,5.35,438
act_67_28,67,Event-Driven Racer,2025-02-07 00:00:00,2.6,5.1,796
act_67_29,67,Event-Driven Racer,2025-02-08 00:00:00,20.33,4.4,5361
act_67_31,67,Event-Driven Racer,2025-02-10 00:00:00,4.62,4.42,1225
act_67_36,67,Event-Driven Racer,2025-02-15 00:00:00,22.09,4.07,5392
act_67_37,67,Event-Driven Racer,2025-02-16 00:00:00,29.97,5.67,10196
act_67_38,67,Event-Driven Racer,2025-02-17 00:00:00,10.16,3.83,2334
act_67_39,67,Event-Driven Racer,2025-02-18 00:00:00,21.01,5.2,6552
act_67_40,67,Event-Driven Racer,2025-02-19 00:00:00,14.58,4.56,3990
act_67_41,67,Event-Driven Racer,2025-02-20 00:00:00,10.11,4.2,2548
act_67_42,67,Event-Driven Racer,2025-02-21 00:00:00,5.97,4.11,1470
act_67_43,67,Event-Driven Racer,2025-02-22 00:00:00,14.76,4.4,3899
act_67_48,67,Event-Driven Racer,2025-02-27 00:00:00,11.72,5.35,3763
act_67_53,67,Event-Driven Racer,2025-03-04 00:00:00,10.03,4.58,2754
act_67_55,67,Event-Driven Racer,2025-03-06 00:00:00,2.64,4.51,713
act_67_56,67,Event-Driven Racer,2025-03-07 00:00:00,6.77,3.57,1451
act_67_57,67,Event-Driven Racer,2025-03-08 00:00:00,25.95,3.62,5629
act_67_58,67,Event-Driven Racer,2025-03-09 00:00:00,13.8,4.54,3760
act_67_59,67,Event-Driven Racer,2025-03-10 00:00:00,5.02,4.4,1324
act_67_62,67,Event-Driven Racer,2025-03-13 00:00:00,8.62,4.58,2367
act_67_66,67,Event-Driven Racer,2025-03-17 00:00:00,10.03,3.44,2067
act_67_67,67,Event-Driven Racer,2025-03-18 00:00:00,9.04,5.02,2723
act_67_68,67,Event-Driven Racer,2025-03-19 00:00:00,14.61,4.8,4205
act_67_70,67,Event-Driven Racer,2025-03-21 00:00:00,2.9,5.16,897
act_67_73,67,Event-Driven Racer,2025-03-24 00:00:00,1.0,3.81,228
act_67_78,67,Event-Driven Racer,2025-03-29 00:00:00,8.18,3.76,1843
act_67_79,67,Event-Driven Racer,2025-03-30 00:00:00,3.48,3.95,826
act_67_82,67,Event-Driven Racer,2025-04-02 00:00:00,6.98,4.52,1892
act_67_83,67,Event-Driven Racer,2025-04-03 00:00:00,4.95,4.09,1215
act_67_85,67,Event-Driven Racer,2025-04-05 00:00:00,1.0,3.73,223
act_67_86,67,Event-Driven Racer,2025-04-06 00:00:00,2.76,4.75,786
act_67_99,67,Event-Driven Racer,2025-04-19 00:00:00,2.13,4.89,625
act_67_100,67,Event-Driven Racer,2025-04-20 00:00:00,1.0,4.6,275
act_67_101,67,Event-Driven Racer,2025-04-21 00:00:00,3.66,4.6,1009
act_67_104,67,Event-Driven Racer,2025-04-24 00:00:00,7.07,4.67,1981
act_67_106,67,Event-Driven Racer,2025-04-26 00:00:00,3.54,4.05,860
act_67_107,67,Event-Driven Racer,2025-04-27 00:00:00,2.56,4.88,749
act_67_108,67,Event-Driven Racer,2025-04-28 00:00:00,5.48,5.08,1669
act_67_109,67,Event-Driven Racer,2025-04-29 00:00:00,1.57,3.7,348
act_67_113,67,Event-Driven Racer,2025-05-03 00:00:00,2.97,3.96,706
act_67_115,67,Event-Driven Racer,2025-05-05 00:00:00,1.29,4.4,339
act_67_117,67,Event-Driven Racer,2025-05-07 00:00:00,2.46,4.43,652
act_67_119,67,Event-Driven Racer,2025-05-09 00:00:00,1.0,4.59,275
act_68_0,68,Consistent Trainer,2025-01-12 00:00:00,14.18,4.66,3964
act_68_1,68,Consistent Trainer,2025-01-13 00:00:00,5.63,5.26,1776
act_68_6,68,Consistent Trainer,2025-01-18 00:00:00,21.03,5.07,6394
act_68_10,68,Consistent Trainer,2025-01-22 00:00:00,1.15,4.8,331
act_68_11,68,Consistent Trainer,2025-01-23 00:00:00,13.67,4.52,3708
act_68_13,68,Consistent Trainer,2025-01-25 00:00:00,6.03,4.48,1619
act_68_14,68,Consistent Trainer,2025-01-26 00:00:00,9.8,5.2,3055
act_68_16,68,Consistent Trainer,2025-01-28 00:00:00,14.54,4.13,3604
act_68_17,68,Consistent Trainer,2025-01-29 00:00:00,8.73,4.89,2558
act_68_20,68,Consistent Trainer,2025-02-01 00:00:00,2.95,4.6,815
act_68_21,68,Consistent Trainer,2025-02-02 00:00:00,5.65,4.71,1596
act_68_23,68,Consistent Trainer,2025-02-04 00:00:00,19.26,5.05,5837
act_68_24,68,Consistent Trainer,2025-02-05 00:00:00,7.83,5.38,2525
act_68_25,68,Consistent Trainer,2025-02-06 00:00:00,18.83,4.93,5569
act_68_26,68,Consistent Trainer,2025-02-07 00:00:00,15.08,4.59,4156
act_68_27,68,Consistent Trainer,2025-02-08 00:00:00,9.89,4.98,2953
act_68_31,68,Consistent Trainer,2025-02-12 00:00:00,3.7,5.05,1120
act_68_32,68,Consistent Trainer,2025-02-13 00:00:00,1.0,4.25,255
act_68_41,68,Consistent Trainer,2025-02-22 00:00:00,16.73,5.38,5398
act_68_42,68,Consistent Trainer,2025-02-23 00:00:00,16.74,4.53,4552
act_68_43,68,Consistent Trainer,2025-02-24 00:00:00,3.47,5.99,1247
act_68_44,68,Consistent Trainer,2025-02-25 00:00:00,11.23,4.96,3342
act_68_48,68,Consistent Trainer,2025-03-01 00:00:00,7.14,4.43,1899
act_68_52,68,Consistent Trainer,2025-03-05 00:00:00,1.0,4.24,254
act_68_54,68,Consistent Trainer,2025-03-07 00:00:00,1.0,4.74,284
act_68_57,68,Consistent Trainer,2025-03-10 00:00:00,9.08,5.0,2725
act_68_58,68,Consistent Trainer,2025-03-11 00:00:00,13.56,4.12,3348
act_68_59,68,Consistent Trainer,2025-03-12 00:00:00,3.63,4.4,957
act_68_61,68,Consistent Trainer,2025-03-14 00:00:00,9.39,4.45,2507
act_68_63,68,Consistent Trainer,2025-03-16 00:00:00,1.96,4.34,508
act_68_64,68,Consistent Trainer,2025-03-17 00:00:00,3.24,5.04,981
act_68_67,68,Consistent Trainer,2025-03-20 00:00:00,17.79,4.49,4798
act_68_68,68,Consistent Trainer,2025-03-21 00:00:00,9.28,5.5,3065
act_68_69,68,Consistent Trainer,2025-03-22 00:00:00,15.16,3.99,3632
act_68_73,68,Consistent Trainer,2025-03-26 00:00:00,11.19,5.1,3422
act_68_74,68,Consistent Trainer,2025-03-27 00:00:00,13.22,5.38,4267
act_68_78,68,Consistent Trainer,2025-03-31 00:00:00,11.84,4.05,2876
act_68_79,68,Consistent Trainer,2025-04-01 00:00:00,4.14,5.33,1324
act_68_83,68,Consistent Trainer,2025-04-05 00:00:00,1.9,4.26,486
act_68_84,68,Consistent Trainer,2025-04-06 00:00:00,17.52,3.31,3479
act_68_85,68,Consistent Trainer,2025-04-07 00:00:00,13.99,3.91,3285
act_68_90,68,Consistent Trainer,2025-04-12 00:00:00,20.81,4.96,6187
act_68_92,68,Consistent Trainer,2025-04-14 00:00:00,9.78,4.9,2874
act_68_93,68,Consistent Trainer,2025-04-15 00:00:00,13.44,4.34,3497
act_68_95,68,Consistent Trainer,2025-04-17 00:00:00,1.4,5.17,433
act_68_98,68,Consistent Trainer,2025-04-20 00:00:00,17.64,4.77,5052
act_68_100,68,Consistent Trainer,2025-04-22 00:00:00,11.36,4.13,2813
act_68_105,68,Consistent Trainer,2025-04-27 00:00:00,8.6,4.73,2437
act_68_112,68,Consistent Trainer,2025-05-04 00:00:00,8.23,4.03,1987
act_68_113,68,Consistent Trainer,2025-05-05 00:00:00,9.08,4.95,2700
act_68_114,68,Consistent Trainer,2025-05-06 00:00:00,1.0,5.54,332
act_68_115,68,Consistent Trainer,2025-05-07 00:00:00,14.75,3.19,2824
act_68_118,68,Consistent Trainer,2025-05-10 00:00:00,12.64,4.39,3328
act_69_0,69,Boom-and-Bust,2025-01-11 00:00:00,5.25,5.25,1654
act_69_2,69,Boom-and-Bust,2025-01-13 00:00:00,1.42,3.0,256
act_69_3,69,Boom-and-Bust,2025-01-14 00:00:00,3.34,3.34,669
act_69_4,69,Boom-and-Bust,2025-01-15 00:00:00,1.21,3.0,218
act_69_5,69,Boom-and-Bust,2025-01-16 00:00:00,5.08,5.08,1546
act_69_6,69,Boom-and-Bust,2025-01-17 00:00:00,3.12,3.12,582
act_69_7,69,Boom-and-Bust,2025-01-18 00:00:00,4.94,4.94,1462
act_69_9,69,Boom-and-Bust,2025-01-20 00:00:00,8.7,8.7,4545
act_69_11,69,Boom-and-Bust,2025-01-22 00:00:00,4.67,4.67,1307
act_69_14,69,Boom-and-Bust,2025-01-25 00:00:00,14.76,14.76,13079
act_69_37,69,Boom-and-Bust,2025-02-17 00:00:00,3.08,6.17,1141
act_69_38,69,Boom-and-Bust,2025-02-18 00:00:00,2.6,5.2,812
act_69_39,69,Boom-and-Bust,2025-02-19 00:00:00,1.28,3.0,230
act_69_40,69,Boom-and-Bust,2025-02-20 00:00:00,3.49,6.99,1464
act_69_41,69,Boom-and-Bust,2025-02-21 00:00:00,4.3,8.61,2222
act_69_42,69,Boom-and-Bust,2025-02-22 00:00:00,4.4,8.8,2325
act_69_43,69,Boom-and-Bust,2025-02-23 00:00:00,3.46,6.92,1438
act_69_45,69,Boom-and-Bust,2025-02-25 00:00:00,1.0,3.0,180
act_69_46,69,Boom-and-Bust,2025-02-26 00:00:00,1.37,3.0,247
act_69_47,69,Boom-and-Bust,2025-02-27 00:00:00,1.98,3.95,468
act_69_48,69,Boom-and-Bust,2025-02-28 00:00:00,3.44,6.89,1424
act_69_49,69,Boom-and-Bust,2025-03-01 00:00:00,4.08,8.17,2000
act_69_50,69,Boom-and-Bust,2025-03-02 00:00:00,4.33,8.65,2244
act_69_51,69,Boom-and-Bust,2025-03-03 00:00:00,2.19,4.39,578
act_69_52,69,Boom-and-Bust,2025-03-04 00:00:00,1.84,3.67,404
act_69_53,69,Boom-and-Bust,2025-03-05 00:00:00,3.88,7.75,1803
act_69_54,69,Boom-and-Bust,2025-03-06 00:00:00,3.6,7.21,1558
act_69_55,69,Boom-and-Bust,2025-03-07 00:00:00,4.98,9.96,2976
act_69_56,69,Boom-and-Bust,2025-03-08 00:00:00,3.81,7.62,1742
act_69_57,69,Boom-and-Bust,2025-03-09 00:00:00,1.84,3.67,404
act_69_58,69,Boom-and-Bust,2025-03-10 00:00:00,6.76,13.52,5485
act_69_60,69,Boom-and-Bust,2025-03-12 00:00:00,2.76,5.52,914
act_69_61,69,Boom-and-Bust,2025-03-13 00:00:00,5.2,10.4,3246
act_69_62,69,Boom-and-Bust,2025-03-14 00:00:00,2.42,4.83,701
act_69_63,69,Boom-and-Bust,2025-03-15 00:00:00,3.86,7.72,1790
act_69_64,69,Boom-and-Bust,2025-03-16 00:00:00,4.21,8.42,2129
act_69_65,69,Boom-and-Bust,2025-03-17 00:00:00,1.87,3.74,418
act_69_66,69,Boom-and-Bust,2025-03-18 00:00:00,3.79,7.57,1719
act_69_67,69,Boom-and-Bust,2025-03-19 00:00:00,4.58,9.16,2518
act_69_69,69,Boom-and-Bust,2025-03-21 00:00:00,3.19,6.38,1220
act_69_70,69,Boom-and-Bust,2025-03-22 00:00:00,4.48,8.96,2410
act_69_71,69,Boom-and-Bust,2025-03-23 00:00:00,2.28,4.56,623
act_69_75,69,Boom-and-Bust,2025-03-27 00:00:00,3.74,7.49,1681
act_69_76,69,Boom-and-Bust,2025-03-28 00:00:00,6.4,12.81,4920
act_69_77,69,Boom-and-Bust,2025-03-29 00:00:00,2.67,5.34,855
act_69_78,69,Boom-and-Bust,2025-03-30 00:00:00,1.61,3.21,309
act_69_79,69,Boom-and-Bust,2025-03-31 00:00:00,3.66,7.33,1610
act_69_80,69,Boom-and-Bust,2025-04-01 00:00:00,1.93,3.85,444
act_69_82,69,Boom-and-Bust,2025-04-03 00:00:00,4.86,9.73,2838
act_69_83,69,Boom-and-Bust,2025-04-04 00:00:00,4.11,8.22,2027
act_69_84,69,Boom-and-Bust,2025-04-05 00:00:00,5.76,11.52,3983
act_69_85,69,Boom-and-Bust,2025-04-06 00:00:00,3.1,6.19,1150
act_69_87,69,Boom-and-Bust,2025-04-08 00:00:00,1.0,3.0,180
act_69_88,69,Boom-and-Bust,2025-04-09 00:00:00,2.79,5.57,932
act_69_89,69,Boom-and-Bust,2025-04-10 00:00:00,1.37,3.0,247
act_69_91,69,Boom-and-Bust,2025-04-12 00:00:00,1.0,3.0,180
act_69_114,69,Boom-and-Bust,2025-05-05 00:00:00,2.52,5.03,760
act_69_115,69,Boom-and-Bust,2025-05-06 00:00:00,5.92,11.83,4200
act_69_116,69,Boom-and-Bust,2025-05-07 00:00:00,3.84,7.68,1768
act_69_117,69,Boom-and-Bust,2025-05-08 00:00:00,2.38,4.76,678
act_69_118,69,Boom-and-Bust,2025-05-09 00:00:00,2.08,4.16,519
act_69_119,69,Boom-and-Bust,2025-05-10 00:00:00,1.0,3.0,180
act_70_0,70,Event-Driven Racer,2025-01-05 00:00:00,1.15,4.66,320
act_70_2,70,Event-Driven Racer,2025-01-07 00:00:00,17.19,4.71,4858
act_70_4,70,Event-Driven Racer,2025-01-09 00:00:00,12.85,4.63,3565
act_70_6,70,Event-Driven Racer,2025-01-11 00:00:00,11.94,4.27,3058
act_70_9,70,Event-Driven Racer,2025-01-14 00:00:00,7.58,4.88,2216
act_70_11,70,Event-Driven Racer,2025-01-16 00:00:00,12.5,4.2,3150
act_70_13,70,Event-Driven Racer,2025-01-18 00:00:00,9.99,4.66,2795
act_70_14,70,Event-Driven Racer,2025-01-19 00:00:00,19.32,5.15,5975
act_70_15,70,Event-Driven Racer,2025-01-20 00:00:00,1.61,4.98,481
act_70_18,70,Event-Driven Racer,2025-01-23 00:00:00,11.27,5.03,3401
act_70_19,70,Event-Driven Racer,2025-01-24 00:00:00,3.76,4.55,1027
act_70_21,70,Event-Driven Racer,2025-01-26 00:00:00,14.18,4.72,4019
act_70_22,70,Event-Driven Racer,2025-01-27 00:00:00,1.0,4.97,298
act_70_23,70,Event-Driven Racer,2025-01-28 00:00:00,8.32,4.48,2236
act_70_25,70,Event-Driven Racer,2025-01-30 00:00:00,12.35,4.56,3375
act_70_26,70,Event-Driven Racer,2025-01-31 00:00:00,9.7,4.82,2804
act_70_28,70,Event-Driven Racer,2025-02-02 00:00:00,9.76,4.46,2613
act_70_31,70,Event-Driven Racer,2025-02-05 00:00:00,6.41,5.04,1940
act_70_32,70,Event-Driven Racer,2025-02-06 00:00:00,11.51,5.25,3628
act_70_34,70,Event-Driven Racer,2025-02-08 00:00:00,20.07,4.05,4877
act_70_35,70,Event-Driven Racer,2025-02-09 00:00:00,24.09,4.2,6071
act_70_41,70,Event-Driven Racer,2025-02-15 00:00:00,25.51,4.55,6966
act_70_42,70,Event-Driven Racer,2025-02-16 00:00:00,26.1,4.3,6726
act_70_45,70,Event-Driven Racer,2025-02-19 00:00:00,14.71,3.56,3143
act_70_47,70,Event-Driven Racer,2025-02-21 00:00:00,6.65,4.87,1944
act_70_48,70,Event-Driven Racer,2025-02-22 00:00:00,10.1,4.96,3004
act_70_49,70,Event-Driven Racer,2025-02-23 00:00:00,22.03,4.49,5939
act_70_51,70,Event-Driven Racer,2025-02-25 00:00:00,4.41,3.84,1016
act_70_52,70,Event-Driven Racer,2025-02-26 00:00:00,21.96,5.6,7382
act_70_53,70,Event-Driven Racer,2025-02-27 00:00:00,2.08,4.94,617
act_70_55,70,Event-Driven Racer,2025-03-01 00:00:00,14.88,4.12,3677
act_70_59,70,Event-Driven Racer,2025-03-05 00:00:00,8.11,5.48,2664
act_70_62,70,Event-Driven Racer,2025-03-08 00:00:00,16.21,3.82,3711
act_70_67,70,Event-Driven Racer,2025-03-13 00:00:00,16.45,4.74,4675
act_70_68,70,Event-Driven Racer,2025-03-14 00:00:00,14.59,5.38,4710
act_70_69,70,Event-Driven Racer,2025-03-15 00:00:00,18.95,5.31,6039
act_70_70,70,Event-Driven Racer,2025-03-16 00:00:00,8.71,5.12,2675
act_70_71,70,Event-Driven Racer,2025-03-17 00:00:00,2.76,3.76,621
act_70_72,70,Event-Driven Racer,2025-03-18 00:00:00,14.11,5.31,4492
act_70_74,70,Event-Driven Racer,2025-03-20 00:00:00,1.94,4.68,545
act_70_79,70,Event-Driven Racer,2025-03-25 00:00:00,1.21,4.96,361
act_70_82,70,Event-Driven Racer,2025-03-28 00:00:00,1.0,5.05,303
act_70_83,70,Event-Driven Racer,2025-03-29 00:00:00,19.88,4.37,5214
act_70_85,70,Event-Driven Racer,2025-03-31 00:00:00,1.0,4.78,286
act_70_86,70,Event-Driven Racer,2025-04-01 00:00:00,3.04,5.25,955
act_70_89,70,Event-Driven Racer,2025-04-04 00:00:00,7.86,3.96,1868
act_70_90,70,Event-Driven Racer,2025-04-05 00:00:00,1.0,4.07,244
act_70_91,70,Event-Driven Racer,2025-04-06 00:00:00,3.47,4.92,1024
act_70_93,70,Event-Driven Racer,2025-04-08 00:00:00,5.24,3.71,1166
act_70_95,70,Event-Driven Racer,2025-04-10 00:00:00,6.32,5.16,1956
act_70_96,70,Event-Driven Racer,2025-04-11 00:00:00,7.41,4.74,2108
act_70_97,70,Event-Driven Racer,2025-04-12 00:00:00,8.29,4.06,2018
act_70_106,70,Event-Driven Racer,2025-04-21 00:00:00,5.46,4.65,1522
act_70_112,70,Event-Driven Racer,2025-04-27 00:00:00,5.24,4.63,1456
act_70_113,70,Event-Driven Racer,2025-04-28 00:00:00,4.35,5.02,1309
act_70_114,70,Event-Driven Racer,2025-04-29 00:00:00,2.45,3.31,487
act_70_115,70,Event-Driven Racer,2025-04-30 00:00:00,8.42,4.07,2055
act_71_2,71,Weekend Warrior,2025-01-04 00:00:00,11.95,4.0,2864
act_71_9,71,Weekend Warrior,2025-01-11 00:00:00,8.4,5.51,2774
act_71_10,71,Weekend Warrior,2025-01-12 00:00:00,14.9,4.96,4437
act_71_17,71,Weekend Warrior,2025-01-19 00:00:00,20.88,4.76,5964
act_71_18,71,Weekend Warrior,2025-01-20 00:00:00,20.92,4.69,5889
act_71_23,71,Weekend Warrior,2025-01-25 00:00:00,11.37,5.41,3694
act_71_24,71,Weekend Warrior,2025-01-26 00:00:00,30.05,4.4,7933
act_71_28,71,Weekend Warrior,2025-01-30 00:00:00,20.45,4.94,6055
act_71_30,71,Weekend Warrior,2025-02-01 00:00:00,12.93,4.27,3313
act_71_31,71,Weekend Warrior,2025-02-02 00:00:00,17.84,5.5,5884
act_71_35,71,Weekend Warrior,2025-02-06 00:00:00,15.77,5.85,5534
act_71_37,71,Weekend Warrior,2025-02-08 00:00:00,7.39,4.71,2087
act_71_38,71,Weekend Warrior,2025-02-09 00:00:00,21.77,5.74,7499
act_71_42,71,Weekend Warrior,2025-02-13 00:00:00,6.54,4.95,1943
act_71_44,71,Weekend Warrior,2025-02-15 00:00:00,9.28,5.49,3060
act_71_45,71,Weekend Warrior,2025-02-16 00:00:00,10.25,4.66,2866
act_71_51,71,Weekend Warrior,2025-02-22 00:00:00,12.69,5.05,3843
act_71_52,71,Weekend Warrior,2025-02-23 00:00:00,7.52,5.85,2639
act_71_59,71,Weekend Warrior,2025-03-02 00:00:00,12.3,4.33,3195
act_71_65,71,Weekend Warrior,2025-03-08 00:00:00,8.96,4.51,2421
act_71_66,71,Weekend Warrior,2025-03-09 00:00:00,16.43,4.34,4281
act_71_67,71,Weekend Warrior,2025-03-10 00:00:00,9.62,4.52,2607
act_71_72,71,Weekend Warrior,2025-03-15 00:00:00,19.67,4.19,4946
act_71_73,71,Weekend Warrior,2025-03-16 00:00:00,16.22,3.81,3710
act_71_80,71,Weekend Warrior,2025-03-23 00:00:00,4.34,5.21,1356
act_71_81,71,Weekend Warrior,2025-03-24 00:00:00,7.76,5.04,2345
act_71_86,71,Weekend Warrior,2025-03-29 00:00:00,19.61,5.62,6613
act_71_93,71,Weekend Warrior,2025-04-05 00:00:00,15.85,5.82,5533
act_71_100,71,Weekend Warrior,2025-04-12 00:00:00,12.07,5.27,3819
act_71_101,71,Weekend Warrior,2025-04-13 00:00:00,4.33,5.02,1304
act_71_104,71,Weekend Warrior,2025-04-16 00:00:00,8.29,4.98,2479
act_71_107,71,Weekend Warrior,2025-04-19 00:00:00,22.63,3.86,5244
act_71_108,71,Weekend Warrior,2025-04-20 00:00:00,2.0,5.74,688
act_71_114,71,Weekend Warrior,2025-04-26 00:00:00,15.12,3.83,3476
act_71_115,71,Weekend Warrior,2025-04-27 00:00:00,1.0,4.98,298
act_72_0,72,Boom-and-Bust,2025-01-10 00:00:00,9.61,9.61,5538
act_72_1,72,Boom-and-Bust,2025-01-11 00:00:00,9.21,9.21,5089
act_72_2,72,Boom-and-Bust,2025-01-12 00:00:00,9.26,9.26,5150
act_72_3,72,Boom-and-Bust,2025-01-13 00:00:00,13.98,13.98,11723
act_72_4,72,Boom-and-Bust,2025-01-14 00:00:00,8.09,8.09,3925
act_72_7,72,Boom-and-Bust,2025-01-17 00:00:00,5.78,5.78,2004
act_72_10,72,Boom-and-Bust,2025-01-20 00:00:00,4.09,4.09,1005
act_72_14,72,Boom-and-Bust,2025-01-24 00:00:00,9.45,9.45,5363
act_72_20,72,Boom-and-Bust,2025-01-30 00:00:00,4.72,4.72,1334
act_72_22,72,Boom-and-Bust,2025-02-01 00:00:00,6.84,6.84,2804
act_72_23,72,Boom-and-Bust,2025-02-02 00:00:00,1.0,3.0,180
act_72_25,72,Boom-and-Bust,2025-02-04 00:00:00,10.47,10.47,6573
act_72_26,72,Boom-and-Bust,2025-02-05 00:00:00,1.45,3.0,260
act_72_28,72,Boom-and-Bust,2025-02-07 00:00:00,15.43,15.43,14288
act_72_29,72,Boom-and-Bust,2025-02-08 00:00:00,1.0,3.0,180
act_72_30,72,Boom-and-Bust,2025-02-09 00:00:00,1.0,3.0,180
act_72_31,72,Boom-and-Bust,2025-02-10 00:00:00,5.54,5.54,1840
act_72_32,72,Boom-and-Bust,2025-02-11 00:00:00,9.27,9.27,5150
act_72_33,72,Boom-and-Bust,2025-02-12 00:00:00,11.45,11.45,7872
act_72_34,72,Boom-and-Bust,2025-02-13 00:00:00,6.63,6.63,2635
act_72_36,72,Boom-and-Bust,2025-02-15 00:00:00,5.86,5.86,2057
act_72_62,72,Boom-and-Bust,2025-03-13 00:00:00,6.45,12.9,4989
act_72_63,72,Boom-and-Bust,2025-03-14 00:00:00,6.54,13.09,5137
act_72_64,72,Boom-and-Bust,2025-03-15 00:00:00,2.69,5.38,869
act_72_66,72,Boom-and-Bust,2025-03-17 00:00:00,4.26,8.52,2179
act_72_70,72,Boom-and-Bust,2025-03-21 00:00:00,1.69,3.38,343
act_72_71,72,Boom-and-Bust,2025-03-22 00:00:00,2.47,4.95,733
act_72_72,72,Boom-and-Bust,2025-03-23 00:00:00,5.0,9.99,2996
act_72_73,72,Boom-and-Bust,2025-03-24 00:00:00,3.84,7.68,1769
act_72_75,72,Boom-and-Bust,2025-03-26 00:00:00,2.74,5.48,901
act_72_78,72,Boom-and-Bust,2025-03-29 00:00:00,4.26,8.51,2172
act_72_79,72,Boom-and-Bust,2025-03-30 00:00:00,2.64,5.28,835
act_72_82,72,Boom-and-Bust,2025-04-02 00:00:00,4.0,8.0,1920
act_72_83,72,Boom-and-Bust,2025-04-03 00:00:00,2.87,5.75,991
act_72_86,72,Boom-and-Bust,2025-04-06 00:00:00,2.74,5.47,898
act_72_87,72,Boom-and-Bust,2025-04-07 00:00:00,3.66,7.31,1603
act_72_88,72,Boom-and-Bust,2025-04-08 00:00:00,4.51,9.02,2443
act_72_89,72,Boom-and-Bust,2025-04-09 00:00:00,3.73,7.46,1667
act_72_90,72,Boom-and-Bust,2025-04-10 00:00:00,3.02,6.04,1093
act_72_91,72,Boom-and-Bust,2025-04-11 00:00:00,2.52,5.03,760
act_72_93,72,Boom-and-Bust,2025-04-13 00:00:00,5.13,10.25,3152
act_72_94,72,Boom-and-Bust,2025-04-14 00:00:00,5.67,11.33,3852
act_72_95,72,Boom-and-Bust,2025-04-15 00:00:00,1.0,3.0,180
act_72_96,72,Boom-and-Bust,2025-04-16 00:00:00,4.08,8.15,1993
act_72_97,72,Boom-and-Bust,2025-04-17 00:00:00,4.79,9.58,2754
act_72_99,72,Boom-and-Bust,2025-04-19 00:00:00,5.4,10.79,3493
act_73_4,73,Weekend Warrior,2025-01-23 00:00:00,6.33,5.92,2247
act_73_5,73,Weekend Warrior,2025-01-24 00:00:00,9.96,4.42,2641
act_73_7,73,Weekend Warrior,2025-01-26 00:00:00,2.27,4.65,632
act_73_8,73,Weekend Warrior,2025-01-27 00:00:00,8.23,4.32,2132
act_73_20,73,Weekend Warrior,2025-02-08 00:00:00,18.36,4.52,4980
act_73_24,73,Weekend Warrior,2025-02-12 00:00:00,13.04,4.61,3604
act_73_27,73,Weekend Warrior,2025-02-15 00:00:00,8.19,4.74,2328
act_73_28,73,Weekend Warrior,2025-02-16 00:00:00,7.68,5.9,2718
act_73_33,73,Weekend Warrior,2025-02-21 00:00:00,1.0,5.04,302
act_73_34,73,Weekend Warrior,2025-02-22 00:00:00,16.8,3.95,3984
act_73_35,73,Weekend Warrior,2025-02-23 00:00:00,13.49,3.8,3073
act_73_41,73,Weekend Warrior,2025-03-01 00:00:00,18.65,5.38,6018
act_73_48,73,Weekend Warrior,2025-03-08 00:00:00,13.07,4.31,3378
act_73_49,73,Weekend Warrior,2025-03-09 00:00:00,8.25,5.19,2569
act_73_55,73,Weekend Warrior,2025-03-15 00:00:00,17.6,5.36,5656
act_73_56,73,Weekend Warrior,2025-03-16 00:00:00,14.81,5.34,4749
act_73_62,73,Weekend Warrior,2025-03-22 00:00:00,24.69,5.58,8260
act_73_63,73,Weekend Warrior,2025-03-23 00:00:00,6.55,5.65,2217
act_73_70,73,Weekend Warrior,2025-03-30 00:00:00,3.75,4.83,1087
act_73_73,73,Weekend Warrior,2025-04-02 00:00:00,35.23,4.78,10113
act_73_76,73,Weekend Warrior,2025-04-05 00:00:00,5.3,5.13,1631
act_73_77,73,Weekend Warrior,2025-04-06 00:00:00,9.49,5.72,3259
